,No,gross,budget,aspect_ratio,title_year,director_name,actor_1_name,actor_2_name,actor_3_name,color,duration,language
2375,3760922,92096558.0,18000000.0,2.39 : 1,2016.0,Kirk Jones,Nia Vardalos,John Corbett,Michael Constantine,Color,94,English
2376,1650043,72417394.0,21000000.0,2.35 : 1,2011.0,David Bowers,Zachary Gordon,Devon Bostick,Rachael Harris,Color,100,English
2377,0093773,38532010.0,15000000.0,1.85 : 1,1987.0,John McTiernan,Arnold Schwarzenegger,Carl Weathers,Elpidia Carrillo,Color,107,English
2378,0086879,,18000000.0,2.20 : 1 (70 mm prints),1984.0,Milos Forman,F. Murray Abraham,Tom Hulce,Elizabeth Berridge,Color,160,English
2379,0926129,57197876.0,20000000.0,2.35 : 1,2008.0,Nelson McCormick,Brittany Snow,Scott Porter,Jessica Stroup,Color::(Technicolor),88,English
2380,0377092,129042871.0,17000000.0,1.85 : 1,2004.0,Mark Waters,Lindsay Lohan,Rachel McAdams,Tina Fey,Color,97,English
2381,0328589,58878723.0,18000000.0,1.85 : 1,2003.0,Audrey Wells,Diane Lane,Sandra Oh,Lindsay Duncan,Color,113,English
2382,0280707,87754044.0,19800000.0,2.35 : 1,2001.0,Robert Altman,Maggie Smith,Michael Gambon,Kristin Scott Thomas,Color::(Technicolor),137,English
2383,0362359,,,1.33 : 1,2003.0,,Peter Gallagher,Kelly Rowan,Ben McKenzie,Color,44,English
2384,0091738,,18000000.0,1.85 : 1,1986.0,Francis Ford Coppola,Kathleen Turner,Nicolas Cage,Barry Miller,Color,103,English
2385,2562232,103215094.0,18000000.0,1.85 : 1,2014.0,Alejandro G. Iñárritu,Michael Keaton,Emma Stone,Kenny Chin,Color,119,English
2386,2334873,99206215.0,18000000.0,2.35 : 1,2013.0,Woody Allen,Cate Blanchett,Joy Carlin,Richard Conti,Color,98,English
2387,0475276,77635035.0,15000000.0,2.39 : 1,2006.0,Paul Greengrass,J.J. Johnson,Gary Commock,Polly Adams,Color,111,English
2388,0322589,62682926.0,18000000.0,1.85 : 1,2003.0,Bille Woodruff,Jessica Alba,Mekhi Phifer,Romeo Miller,Color,94,English
2389,0117723,59000000.0,18000000.0,1.85 : 1,1996.0,Rick Friedberg,Leslie Nielsen,Nicollette Sheridan,Charles Durning,Color,81,English
2390,0080749,,1000000.0,2.35 : 1,1980.0,John Carpenter,Adrienne Barbeau,Jamie Lee Curtis,Janet Leigh,Color,89,English
2391,1596346,47088990.0,18000000.0,2.39 : 1,2011.0,Sean McNamara,AnnaSophia Robb,Helen Hunt,Dennis Quaid,Color,112,English
2392,0065528,,18000000.0,2.39 : 1,1970.0,Mike Nichols,Alan Arkin,Martin Balsam,Richard Benjamin,Color::(Technicolor),122,English
2393,1197628,,18000000.0,2.35 : 1,2009.0,Jody Hill,Seth Rogen,Ray Liotta,Michael Peña,Color,86,English
2394,0087078,100042035.0,18000000.0,2.35 : 1,1984.0,Richard Fleischer,Arnold Schwarzenegger,Grace Jones,Wilt Chamberlain,Color::(Technicolor),103,English
2395,0081398,,18000000.0,1.85 : 1,1980.0,Martin Scorsese,Robert De Niro,Cathy Moriarty,Joe Pesci,Black and White,129,English
2396,0899106,,18000000.0,1.85 : 1,2009.0,Brandon Camp,Aaron Eckhart,Jennifer Aniston,Dan Fogler,Color,109,English
2397,0090357,,18000000.0,1.85 : 1,1985.0,Barry Levinson,Nicholas Rowe,Alan Cox,Sophie Ward,Color,109,English
2398,1016075,80227619.0,18000000.0,2.35 : 1,2009.0,Kevin Tancharoen,Kay Panabaker,Walter Perez,Naturi Naughton,Color,107,English
2399,1542344,60738797.0,18000000.0,1.85 : 1,2010.0,Danny Boyle,James Franco,Kate Mara,Amber Tamblyn,Color,94,English
2400,0196216,,25000000.0,1.85 : 1,2000.0,Woody Allen,Woody Allen,Carolyn Saxon,Tracey Ullman,Color::(Technicolor),94,English
2401,0210616,,29000000.0,2.35 : 1,2000.0,Nicholas Hytner,Amanda Schull,Christine Dunham,Stephen Stout,Color,115,English
2402,2279339,,17000000.0,2.39 : 1,2015.0,Jessie Nelson,Steve Martin,Diane Keaton,John Goodman,Color,107,English
2403,0337917,,18000000.0,1.85 : 1,2004.0,Bart Freundlich,Kristen Stewart,Corbin Bleu,Max Thieriot,Color,91,English
2404,0264796,5920746.0,27000000.0,2.39 : 1,2001.0,Irwin Winkler,Kevin Kline,Kristin Scott Thomas,Hayden Christensen,Color,125,English
2405,2080374,35579007.0,30000000.0,2.39:1,2015.0,Danny Boyle,Michael Fassbender,Kate Winslet,Seth Rogen,Color,122,English
2406,1032815,,18000000.0,1.85 : 1,2009.0,Chris Columbus,Hayden Panettiere,Paul Rust,Jack Carpenter,Color,102,English
2407,0403702,,18000000.0,1.85 : 1,2009.0,Miguel Arteta,Michael Cera,Portia Doubleday,Jean Smart,Color,90,English
2408,0082648,,18000000.0,2.35 : 1,1981.0,William A. Fraker,Klinton Spilsbury,Michael Horse,Christopher Lloyd,Color::(Technicolor),98,English
2409,0236784,28008462.0,18000000.0,2.35 : 1,2001.0,John Boorman,Pierce Brosnan,Geoffrey Rush,Jamie Lee Curtis,Color,109,English
2410,0082085,,18000000.0,2.39 : 1,1981.0,Brian De Palma,John Travolta,Nancy Allen,John Lithgow,Color::(Technicolor),108,English
2411,2167202,,18000000.0,2.35 : 1,2013.0,Courtney Solomon,Ethan Hawke,Selena Gomez,Jon Voight,Color,90,English
2412,0119349,,18000000.0,1.85 : 1,1997.0,Ang Lee,Kevin Kline,Joan Allen,Sigourney Weaver,Color,112,English
2413,2465146,,18000000.0,2.35 : 1,2014.0,Rob Reiner,Michael Douglas,Diane Keaton,Sterling Jerins,Color,94,English
2414,0098519,,18000000.0,1.37 : 1 (negative ratio),1989.0,Jeff Kanew,Shelley Long,Craig T. Nelson,Betty Thomas,Color::(Metrocolor),105,English
2415,0340012,,18000000.0,1.85 : 1,2004.0,István Szabó,Michael Gambon,Annette Bening,Leigh Lawson,Color,104,English
2416,0091635,,17000000.0,1.85 : 1,1986.0,Adrian Lyne,Mickey Rourke,Kim Basinger,Margaret Whitton,Color,117,English
2417,0082288,14914786.0,18000000.0,2.20 : 1 (70 mm prints),1981.0,Matthew Robbins,Peter MacNicol,Caitlin Clarke,Ralph Richardson,Color::(Metrocolor),108,English
2418,0824758,,,2.39 : 1,2009.0,Michael Hoffman,Helen Mirren,Christopher Plummer,Paul Giamatti,Color,112,English
2419,0109707,,18000000.0,1.85 : 1,1994.0,Tim Burton,Johnny Depp,Martin Landau,Sarah Jessica Parker,Black and White,127,English
2420,1967545,,18000000.0,2.35 : 1,2013.0,Jason Reitman,Kate Winslet,Josh Brolin,Gattlin Griffith,Color,111,English
2421,0416044,,20000000.0,2.35 : 1,2007.0,Sergei Bodrov,Tadanobu Asano,Honglei Sun,Khulan Chuluun,Color,126,Mongolian
2422,1032755,25739015.0,18000000.0,2.35 : 1,2008.0,Guy Ritchie,Gerard Butler,Tom Wilkinson,Thandiwe Newton,Color,114,English
2423,0084316,,20000000.0,1.85 : 1,1982.0,Hal Needham,Barry Bostwick,Michael Beck,Persis Khambatta,Color::(technicolor),99,English
2424,0116477,,18000000.0,2.20 : 1 (70 mm prints),1996.0,Kenneth Branagh,Rizz Abbasi,Richard Attenborough,David Blair,Color,242,English
2425,1071812,,,1.85 : 1,2009.0,Bruce Beresford,Chi Cao,Bruce Greenwood,Penne Hackforth-Jones,Color,117,English
2426,2649554,,18000000.0,2.35 : 1,2016.0,Jeff Nichols,Michael Shannon,Joel Edgerton,Kirsten Dunst,Color,112,English
2427,0313792,13575809.0,18000000.0,2.35 : 1,2003.0,Woody Allen,Woody Allen,Jason Biggs,Fisher Stevens,Color,108,English
2428,2058107,24123142.0,18000000.0,2.35 : 1,2013.0,Jonathan Teplitzky,Jeremy Irvine,Colin Firth,Stellan Skarsgård,Color,116,English
2429,1842530,,,,2011.0,,Poppy Montgomery,Dylan Walsh,James Hiroyuki Liao,,60,
2430,1149362,,,1.85 : 1,2009.0,Michael Haneke,Christian Friedel,Ernst Jacobi,Leonie Benesch,Black and White,144,German
2431,4517738,,,,2016.0,Zack Ward,Emily O'Brien,Adrian Gaeta,Zack Ward,Color,92,English
2432,0092240,,2700000.0,1.85 : 1,1986.0,Mike Marvin,Charlie Sheen,Nick Cassavetes,Sherilyn Fenn,Color,93,English
2433,0235737,,18000000.0,1.85 : 1,2002.0,D.J. Caruso,Val Kilmer,Vincent D'Onofrio,Adam Goldberg,Color,103,English
2434,2172935,,,2.35 : 1,2013.0,Nimród Antal,Dane DeHaan,James Hetfield,Lars Ulrich,Color,93,English
2435,0865554,,18000000.0,2.35 : 1,2008.0,Gregor Jordan,Jon Foster,Austin Nichols,Amber Heard,Color,98,English
2436,1321865,,,2.35 : 1,2010.0,,Edgar Ramírez,Alexander Scheer,Fadi Abi Samra,Color,334,English
2437,1024744,,18000000.0,2.35 : 1,2009.0,Anh Hung Tran,Josh Hartnett,Nu Yên-Khê Tran,Lee Byung-hun,Color,114,English
2438,0120775,,11350000.0,2.35 : 1,1999.0,Lance Hool,Tom Berenger,Joaquim de Almeida,Daniela Romo,Color,121,English
2439,0088993,34000000.0,3500000.0,1.85 : 1,1985.0,George A. Romero,Lori Cardille,Terry Alexander,Joseph Pilato,Color::(Technicolor),101,English
2440,3212232,,12000000.0,2.35 : 1,2016.0,Chuck Russell,John Travolta,Christopher Meloni,Amanda Schull,Color,92,English
2441,0386741,,,2.35 : 1,2006.0,Christian Volckman,Daniel Craig,Romola Garai,Ian Holm,Color,105,English
2442,0089893,,17900000.0,2.35 : 1,1985.0,Richard Fleischer,Arnold Schwarzenegger,Brigitte Nielsen,Sandahl Bergman,Color::(Technicolor),89,English
2443,1748179,8513616.0,,2.35 : 1,2012.0,Rodrigo Cortés,Cillian Murphy,Sigourney Weaver,Robert De Niro,Color,114,English
2444,0829482,169871719.0,20000000.0,1.85 : 1,2007.0,Greg Mottola,Jonah Hill,Michael Cera,Christopher Mintz-Plasse,Color,113,English
2445,1142800,,,1.85 : 1,2009.0,Tyler Perry,Tyler Perry,Derek Luke,Keshia Knight Pulliam,Color,103,English
2446,1403241,,18000000.0,1.85 : 1,2014.0,David Hayter,Lucas Till,Stephen McHattie,John Pyper-Ferguson,Color,91,English
2447,1023481,150816700.0,17500000.0,1.85 : 1,2008.0,Jon M. Chu,Briana Evigan,Robert Hoffman,Adam Sevani,Color,98,English
2448,0443536,110013167.0,8000000.0,1.85 : 1,2005.0,Cory Edwards,Anne Hathaway,Glenn Close,Jim Belushi,Color,80,English
2449,0395169,36532987.0,17500000.0,2.35 : 1,2004.0,Terry George,Xolani Mali,Don Cheadle,Desmond Dube,Color,121,English
2450,0465494,99965792.0,24000000.0,2.35 : 1,2007.0,Xavier Gens,Timothy Olyphant,Dougray Scott,Olga Kurylenko,Color,100,English
2451,1425922,,17500000.0,2.35 : 1,2013.0,Kasi Lemmons,Forest Whitaker,Angela Bassett,Jennifer Hudson,Color,93,English
2452,1085492,,18000000.0,2.35 : 1,2014.0,Brian A. Miller,Jason Patric,Jessica Lowndes,Gia Mantegna,Color,93,English
2453,0164003,,17500000.0,1.85 : 1,2002.0,Matt Dillon,Matt Dillon,James Caan,Natascha McElhone,Color,116,English
2454,0230600,209947037.0,17000000.0,1.85 : 1,2001.0,Alejandro Amenábar,Nicole Kidman,Fionnula Flanagan,Christopher Eccleston,Color,101,English
2455,0090605,131060248.0,18500000.0,1.85 : 1,1986.0,James Cameron,Sigourney Weaver,Carrie Henn,Michael Biehn,Color,137,English
2456,0058385,3047608.0,17000000.0,2.20 : 1,1964.0,George Cukor,Audrey Hepburn,Rex Harrison,Stanley Holloway,Color::(Technicolor),170,English
2457,0119345,125586134.0,17000000.0,2.35 : 1,1997.0,Jim Gillespie,Jennifer Love Hewitt,Sarah Michelle Gellar,Ryan Phillippe,Color,101,English
2458,1924435,138224951.0,17000000.0,1.85 : 1,2014.0,Luke Greenfield,Jake Johnson,Damon Wayans Jr.,Rob Riggle,Color::(ACES),104,English
2459,0375063,109706931.0,12000000.0,1.85 : 1,2004.0,Alexander Payne,Paul Giamatti,Thomas Haden Church,Virginia Madsen,Color,127,English
2460,0486551,20387597.0,17500000.0,2.35 : 1,2006.0,Jay Chandrasekhar,M.C. Gainey,Paul Soter,Erik Stolhanske,Color,110,English
2461,0077651,70000000.0,300000.0,2.39 : 1,1978.0,John Carpenter,Donald Pleasence,Jamie Lee Curtis,Nancy Kyes,Color,91,English
2462,0326900,,17000000.0,1.85 : 1,2003.0,John Hoffman,Molly Shannon,Liam Aiken,Kevin Nealon,Color,88,English
2463,2083355,72835710.0,17000000.0,2.35 : 1,2013.0,Malcolm D. Lee,Monica Calhoun,Morris Chestnut,Melissa De Sousa,Color,123,English
2464,0475394,53960137.0,17000000.0,2.35 : 1,2006.0,Joe Carnahan,Ryan Reynolds,Ray Liotta,Joseph Ruskin,Color,109,English
2465,1477076,136150434.0,27000000.0,1.85 : 1,2010.0,Kevin Greutert,Tobin Bell,Costas Mandylor,Betsy Russell,Color,90,English
2466,0243736,95146283.0,17000000.0,1.85 : 1,2002.0,Michael Lehmann,Josh Hartnett,Shannyn Sossamon,Paulo Costanzo,Color,96,English
2467,0120770,,17000000.0,1.85 : 1,1998.0,John Fortenberry,Will Ferrell,Chris Kattan,Raquel Gardner,Color,82,English
2468,1152398,43165571.0,17000000.0,2.35 : 1,2011.0,Daniel Barnz,Alex Pettyfer,Justin Bradley,Mary-Kate Olsen,Color,86,English
2469,0454841,70355813.0,15000000.0,2.35 : 1,2006.0,Alexandre Aja,Maxime Giffard,Michael Bailey Smith,Tom Bower,Color,107,English
2470,0325258,,17000000.0,2.35 : 1,2003.0,Sam Weisman,David Spade,Mary McCormack,Craig Bierko,Color,98,English
2471,2097298,,17000000.0,2.35 : 1,2015.0,Niki Caro,Kevin Costner,Ramiro Rodriguez,Carlos Pratts,Color,129,English
2472,0979434,,,2.35 : 1,2010.0,Erik White,Shad Moss,Brandon T. Jackson,Naturi Naughton,Color,99,English
2473,0466856,,,2.35 : 1,2006.0,Chris Robinson,Greg Andrews,Monica,Brandon Bernard Benton,Color,105,English
2474,1981677,113042075.0,17000000.0,1.85 : 1,2012.0,Jason Moore,Anna Kendrick,Skylar Astin,Ben Platt,Color,112,English
2475,0234829,,34000000.0,1.85 : 1,2001.0,Michael Tollin,Freddie Prinze Jr.,Jessica Biel,Fred Ward,Color::(Technicolor),104,English
2476,0120324,,17000000.0,1.85 : 1,1998.0,Sam Raimi,Bill Paxton,Bridget Fonda,Billy Bob Thornton,Color,121,English
2477,0283632,3289543.0,17000000.0,2.35 : 1,2002.0,Robert Harmon,Laura Regan,Marc Blucas,Ethan Embry,Color,89,English
2478,0462395,,4000000.0,1.33 : 1 (negative ratio),2006.0,Trent Cooper,Larry the Cable Guy,David Koechner,Michael Papajohn,Color,89,English
2479,0159421,,26000000.0,1.85 : 1,1999.0,Gary Halvorson,Kevin Clash,Mandy Patinkin,Vanessa Williams,Color,73,English
2480,1210042,,17000000.0,2.35 : 1,2009.0,Antoine Fuqua,Richard Gere,Don Cheadle,Ethan Hawke,Color,132,English
2481,0056800,,9000000.0,2.25 : 1 (negative ratio),1963.0,Nicholas Ray,Charlton Heston,Ava Gardner,David Niven,Color,154,English
2482,1288558,97542952.0,17000000.0,2.39 : 1,2013.0,Fede Alvarez,Jane Levy,Shiloh Fernandez,Lou Taylor Pucci,Color,91,English
2483,0865559,,17000000.0,1.85 : 1,2009.0,Donald Petrie,Nia Vardalos,Richard Dreyfuss,Alexis Georgoulis,Color,98,English
2484,0465142,7369157.0,17000000.0,1.85 : 1,2006.0,Paul Weitz,Hugh Grant,Dennis Quaid,Mandy Moore,Color,107,English
2485,0094074,,17000000.0,2.39 : 1,1987.0,Sidney J. Furie,Christopher Reeve,Gene Hackman,Jackie Cooper,Color,90,English
2486,0770810,,,1.85 : 1,2007.0,Ian Iqbal Rashid,Tre Armstrong,Boyd Banks,Clé Bennett,Color,94,English
2487,0404390,,17000000.0,2.35 : 1,2006.0,Wayne Kramer,Paul Walker,Cameron Bright,Vera Farmiga,Color,122,English
2488,0375104,,,2.35 : 1,2004.0,Rowdy Herrington,Jim Caviezel,Claire Forlani,Jeremy Northam,Color,123,English
2489,0091934,,17000000.0,1.85 : 1,1986.0,Jim Goddard,Sean Penn,Madonna,Paul Freeman,Color,97,English
2490,0443543,87892388.0,16000000.0,1.85 : 1,2006.0,Neil Burger,Edward Norton,Paul Giamatti,Jessica Biel,Color,110,English
2491,0083001,,17000000.0,2.39 : 1,1981.0,Noel Marshall,Tippi Hedren,Noel Marshall,Melanie Griffith,Color::(Metrocolor),95,English
2492,0312549,9439660.0,17000000.0,2.39 : 1,2003.0,Joel Schumacher,Cate Blanchett,Gerard McSorley,Ciarán Hinds,Color,98,English
2493,2515030,,17000000.0,2.35 : 1,2014.0,Andrea Di Stefano,Benicio Del Toro,Josh Hutcherson,Tenoch Huerta,Color,120,English
2494,0405336,374743.0,17000000.0,2.35 : 1,2006.0,Richard Kelly,Carlos Amezcua,Curtis Armstrong,Robert Benz,Color,145,English
2495,0944834,,,,2008.0,Guillaume Ivernel,Vincent Lindon,Patrick Timsit,Philippe Nahon,Color,80,English
2496,0075909,,17000000.0,2.35 : 1,1977.0,Jack Smight,Jan-Michael Vincent,George Peppard,Dominique Sanda,Color::(Deluxe),91,English
2497,1433822,,17000000.0,2.35 : 1,2012.0,Todd Lincoln,Ashley Greene,Sebastian Stan,Tom Felton,Color,83,English
2498,0102492,,17000000.0,1.85 : 1,1991.0,Howard Zieff,Dan Aykroyd,Jamie Lee Curtis,Macaulay Culkin,Color::(Technicolor),102,English
2499,0422295,2281089.0,16800000.0,1.85 : 1,2006.0,Steven Shainberg,Nicole Kidman,Robert Downey Jr.,Ty Burrell,Color,122,English
2500,0094291,,15000000.0,1.85 : 1,1987.0,Oliver Stone,Charlie Sheen,Tamara Tunie,Franklin Cover,Color,126,English
2501,0114388,135000000.0,16000000.0,1.85 : 1,1995.0,Ang Lee,James Fleet,Tom Wilkinson,Harriet Walter,Color,136,English
2502,0416508,37311672.0,16500000.0,2.35 : 1,2007.0,Julian Jarrold,Anne Hathaway,James McAvoy,Julie Walters,Color,120,English
2503,0815244,13620075.0,16500000.0,2.35 : 1,2007.0,Joe Nussbaum,Amanda Bynes,Sara Paxton,Matt Long,Color::(Technicolor),108,English
2504,0315983,,15000000.0,1.85 : 1,2003.0,Vadim Perelman,Jennifer Connelly,Ben Kingsley,Ron Eldard,Color,126,English
2505,0097165,140000000.0,16400000.0,1.85 : 1,1989.0,Peter Weir,Robin Williams,Robert Sean Leonard,Ethan Hawke,Color,128,English
2506,0109686,247275374.0,16000000.0,1.85 : 1,1994.0,Peter Farrelly,Jim Carrey,Jeff Daniels,Lauren Holly,Color,107,English
2507,0098635,,16000000.0,1.85 : 1 (intended ratio),1989.0,Rob Reiner,Billy Crystal,Meg Ryan,Carrie Fisher,Color,95,English
2508,0084855,,16000000.0,1.85 : 1,1982.0,Sidney Lumet,Paul Newman,Charlotte Rampling,Jack Warden,Color,129,English
2509,0215129,119754278.0,16000000.0,1.85 : 1,2000.0,Todd Phillips,Breckin Meyer,Seann William Scott,Amy Smart,Color::(Technicolor),93,English
2510,0139699,,16000000.0,1.85 : 1,1999.0,Brian Robbins,James Van Der Beek,Jon Voight,Paul Walker,Color,106,English
2511,1655442,133432856.0,15000000.0,1.33 : 1,2011.0,Michel Hazanavicius,Jean Dujardin,Bérénice Bejo,John Goodman,Black and White,100,English
2512,1139668,78208812.0,16000000.0,2.35 : 1,2009.0,David S. Goyer,Odette Annable,Gary Oldman,Cam Gigandet,Color,88,English
2513,1748122,68263166.0,16000000.0,1.85 : 1,2012.0,Wes Anderson,Bruce Willis,Edward Norton,Bill Murray,Color,94,English
2514,0420294,51764406.0,16000000.0,1.85 : 1,2006.0,Jonathan Liebesman,Jordana Brewster,Taylor Handley,Diora Baird,Color,91,English
2515,1002563,,18500000.0,2.35 : 1,2016.0,Cyrus Nowrasteh,Adam Greaves-Neal,Sara Lazzaro,Vincent Walsh,Color,111,English
2516,0295427,,16000000.0,1.85 : 1,2002.0,Perry Andelin Blake,Dana Carvey,Jennifer Esposito,Harold Gould,Color,80,English
2517,0457430,87041569.0,,1.85 : 1,2006.0,Guillermo del Toro,Ivana Baquero,Sergi López,Maribel Verdú,Color,118,Spanish
2518,3513704,,,16:9 HD,2015.0,,Shantel VanSanten,Diogo Morgado,JD Pardo,Color,60,English
2519,0250720,,35000000.0,1.85 : 1,2001.0,John Whitesell,David Arquette,Michael Clarke Duncan,Leslie Bibb,Color::(Technicolor),94,English
2520,0255819,,16000000.0,1.85 : 1,2001.0,John Singleton,Tyrese Gibson,Taraji P. Henson,Omar Gooding,Color,130,English
2521,1265990,40492759.0,16000000.0,2.35 : 1,2011.0,Christian E. Christiansen,Leighton Meester,Minka Kelly,Cam Gigandet,Color,94,English
2522,0245686,,17700000.0,1.85 : 1,2001.0,Dennie Gordon,David Spade,Brittany Daniel,Dennis Miller,Color,91,English
2523,0101764,80500000.0,15000000.0,1.85 : 1,1991.0,Sheldon Lettich,Jean-Claude Van Damme,Geoffrey Lewis,Alonna Shaw,Color,110,French
2524,0425112,80573774.0,,2.35 : 1,2007.0,Edgar Wright,Simon Pegg,Martin Freeman,Bill Nighy,Color,121,English
2525,0430770,50007546.0,16500000.0,1.85 : 1,2008.0,Diane English,Meg Ryan,Annette Bening,Eva Mendes,Color,114,English
2526,0497465,104504817.0,15500000.0,1.85 : 1,2008.0,Woody Allen,Rebecca Hall,Scarlett Johansson,Christopher Evan Welch,Color,96,English
2527,0837106,,,2.35 : 1,2007.0,Peter Flinth,Joakim Nätterqvist,Sofia Helin,Stellan Skarsgård,Color,139,Swedish
2528,0204175,,35000000.0,1.85 : 1,2000.0,Robert Iscove,Brendon Ryan Barrett,Gay Thomas Wilson,Raquel Beaudene,Color,94,English
2529,0283139,,16000000.0,1.85 : 1,2002.0,Peter Kosminsky,Amy Aquino,John Billingsley,Elisa Bocanegra,Color::(Technicolor),109,English
2530,1131734,,16000000.0,1.85 : 1,2009.0,Karyn Kusama,Megan Fox,Amanda Seyfried,Johnny Simmons,Color,102,English
2531,0186045,,6000000.0,1.85 : 1,2000.0,Nick Gomez,Danny DeVito,Bette Midler,Neve Campbell,Color,96,English
2532,0093818,,16000000.0,1.85 : 1 (intended ratio),1987.0,Woody Allen,Mike Starr,Paul Herman,Don Pardo,Color,88,English
2533,1403981,56506120.0,16000000.0,1.85 : 1,2010.0,Allen Coulter,Caitlyn Rund,Moisés Acevedo,Noel Rodriguez,Color,113,English
2534,0319524,,16000000.0,1.85 : 1,2003.0,Clare Kilner,Mandy Moore,Allison Janney,Trent Ford,Color,101,English
2535,0095687,,20000000.0,1.85 : 1,1988.0,Richard Benjamin,Dan Aykroyd,Kim Basinger,Jon Lovitz,Color,105,English
2536,0107818,,26000000.0,1.85 : 1,1993.0,Jonathan Demme,Tom Hanks,Denzel Washington,Roberta Maxwell,Color,125,English
2537,0139809,,16000000.0,2.39 : 1,1999.0,Josef Rusnak,Craig Bierko,Armin Mueller-Stahl,Gretchen Mol,Color,100,English
2538,0380277,,,1.85 : 1,2004.0,Lance Rivera,Ja Rule,Tim Meadows,Jenifer Lewis,Color,97,English
2539,0079550,,16000000.0,2.35 : 1,1979.0,Ronald Neame,Sean Connery,Natalie Wood,Karl Malden,Color,108,English
2540,0134630,,15000000.0,1.85 : 1,2000.0,Bruce Paltrow,Lochlyn Munro,Carol Alexander,Michael J Rogers,Color::(Technicolor),112,English
2541,0278823,,16000000.0,1.85 : 1,2002.0,Woody Allen,Téa Leoni,Bob Dorian,Ivan Martin,Color::(Technicolor),112,English
2542,0165710,,6500000.0,2.39 : 1,1999.0,Adam Rifkin,Giuseppe Andrews,James DeBello,Edward Furlong,Color,95,English
2543,0091203,12885193.0,16000000.0,1.85 : 1,1986.0,Russell Mulcahy,Christopher Lambert,Roxanne Hart,Clancy Brown,Color,116,English
2544,0469623,,16000000.0,2.35 : 1,2007.0,Susanne Bier,Halle Berry,Benicio Del Toro,David Duchovny,Color,118,English
2545,0120207,,16000000.0,1.85 : 1,1997.0,Kenneth Johnson,Shaquille O'Neal,Annabeth Gish,Judd Nelson,Color::(Technicolor),97,English
2546,1951181,5867686.0,16000000.0,2.35 : 1,2013.0,James Gray,Marion Cotillard,Joaquin Phoenix,Jeremy Renner,Color,120,English
2547,0384686,,16000000.0,1.66 : 1,2005.0,James Ivory,Natasha Richardson,Lynn Redgrave,Madeleine Potter,Color,135,English
2548,1924429,,20000000.0,2.39 : 1,2013.0,Danny Boyle,James McAvoy,Vincent Cassel,Rosario Dawson,Color,101,English
2549,0367085,,16000000.0,1.85 : 1,2004.0,Jessy Terrero,Tom Arnold,Kevin Hart,Method Man,Color,86,English
