,No,gross,budget,aspect_ratio,title_year,director_name,actor_1_name,actor_2_name,actor_3_name,color,duration,language
516,0116629,,75000000.0,2.20 : 1 (70 mm print),1996.0,Roland Emmerich,Will Smith,Bill Pullman,Jeff Goldblum,Color,145,English
517,0119567,618638999.0,73000000.0,1.37 : 1 (negative ratio),1997.0,Steven Spielberg,Jeff Goldblum,Julianne Moore,Pete Postlethwaite,Color,129,English
518,0351283,532680671.0,75000000.0,1.78 : 1 (negative ratio),2005.0,Eric Darnell,Ben Stiller,Chris Rock,David Schwimmer,Color,86,English
519,0206634,69959751.0,76000000.0,1.85 : 1,2006.0,Alfonso Cuarón,Juan Gabriel Yacuzzi,Mishal Husain,Rob Curling,Color,109,English
520,0120903,296339527.0,75000000.0,2.39 : 1,2000.0,Bryan Singer,Hugh Jackman,Patrick Stewart,Ian McKellen,Color,104,English
521,0493464,341433252.0,75000000.0,2.39 : 1,2008.0,Timur Bekmambetov,James McAvoy,Morgan Freeman,Angelina Jolie,Color,110,English
522,0117500,335062621.0,75000000.0,2.39 : 1,1996.0,Michael Bay,Sean Connery,Nicolas Cage,Ed Harris,Color::(Technicolor),136,English
523,0438097,660940780.0,80000000.0,1.85 : 1,2006.0,Carlos Saldanha,Ray Romano,John Leguizamo,Denis Leary,Color,91,English
524,0343660,196485100.0,75000000.0,2.39 : 1,2004.0,Peter Segal,Adam Sandler,Drew Barrymore,Rob Schneider,Color,99,English
525,0427327,202548575.0,75000000.0,2.39 : 1,2007.0,Adam Shankman,John Travolta,Michelle Pfeiffer,Christopher Walken,Color,117,English
526,0204313,36178600.0,50000000.0,2.00 : 1 (intended ratio),2004.0,Renny Harlin,Stellan Skarsgård,Izabella Scorupco,James D'Arcy,Color,114,English
527,0141369,134403112.0,90000000.0,1.85 : 1,1999.0,David Kellogg,Matthew Broderick,Rupert Everett,Joely Fisher,Color::(Technicolor),78,English
528,1670345,351723989.0,75000000.0,2.39 : 1,2013.0,Louis Leterrier,Jesse Eisenberg,Mark Ruffalo,Woody Harrelson,Color,115,English
529,1375670,271430189.0,80000000.0,1.85 : 1,2010.0,Dennis Dugan,Adam Sandler,Kevin James,Chris Rock,Color,102,English
530,0362227,140813273.0,60000000.0,1.85 : 1,2004.0,Steven Spielberg,Tom Hanks,Catherine Zeta-Jones,Stanley Tucci,Color,128,English
531,3489184,,,16:9 HD,2014.0,,Matt Ryan,Harold Perrineau,Angélica Celaya,Color,43,English
532,0785006,117000198.0,35000000.0,1.85 : 1,2009.0,Thor Freudenthal,Emma Roberts,Jake T. Austin,Don Cheadle,Color,100,English
533,0190865,215663859.0,75000000.0,1.85 : 1,2000.0,Martin Campbell,Chris O'Donnell,Robin Tunney,Stuart Wilson,Color,124,English
534,0472062,119000410.0,75000000.0,1.85 : 1,2007.0,Mike Nichols,Tom Hanks,Amy Adams,Julia Roberts,Color,102,English
535,0307453,367275019.0,75000000.0,1.85 : 1,2004.0,Bibo Bergeron,Will Smith,Robert De Niro,Renée Zellweger,Color,90,English
536,0443489,154937680.0,70000000.0,2.35 : 1,2006.0,Bill Condon,Jamie Foxx,Beyoncé,Eddie Murphy,Color,130,English
537,0874936,,,,2007.0,,Damian Lewis,Sarah Shahi,Adam Arkin,Color,45,English
538,0377471,95226116.0,53000000.0,2.35 : 1,2005.0,F. Gary Gray,John Travolta,Uma Thurman,Vince Vaughn,Color,118,English
539,0408306,130358911.0,70000000.0,2.39 : 1,2005.0,Steven Spielberg,Eric Bana,Daniel Craig,Ciarán Hinds,Color,164,English
540,0314353,42733286.0,70000000.0,2.39 : 1,2003.0,Antoine Fuqua,Bruce Willis,Monica Bellucci,Cole Hauser,Color,121,English
541,1103153,98159963.0,75000000.0,2.35 : 1,2010.0,Robert Luketic,Ashton Kutcher,Katherine Heigl,Tom Selleck,Color,100,English
542,1638355,109845109.0,75000000.0,2.39 : 1,2015.0,Guy Ritchie,Henry Cavill,Armie Hammer,Alicia Vikander,Color,116,English
543,0371246,,80000000.0,1.85 : 1,2004.0,James L. Brooks,Adam Sandler,Téa Leoni,Paz Vega,Color,131,English
544,0385880,66513996.0,75000000.0,1.78 : 1 (TV version),2006.0,Gil Kenan,Ryan Whitney,Steve Buscemi,Mitchel Musso,Color,91,English
545,0219965,67631903.0,75000000.0,2.39 : 1,2001.0,Barry Levinson,Bruce Willis,Billy Bob Thornton,Cate Blanchett,Color,123,English
546,0113071,127600435.0,55000000.0,1.85 : 1,1995.0,Jerry Zucker,Sean Connery,Richard Gere,Julia Ormond,Color,134,English
547,0166485,74733517.0,92000000.0,2.39 : 1,1999.0,Andy Tennant,Jodie Foster,Chow Yun-Fat,Bai Ling,Color,148,English
548,1253864,,75000000.0,1.85 : 1,2011.0,Tarsem Singh,Henry Cavill,Mickey Rourke,Stephen Dorff,Color,110,English
549,0340163,77944725.0,52000000.0,2.35 : 1,2005.0,Florent-Emilio Siri,Bruce Willis,Kevin Pollak,Jimmy Bennett,Color,113,English
550,0120913,,75000000.0,2.39 : 1,2000.0,Don Bluth,Drew Barrymore,Jim Breuer,Ken Hudson Campbell,Color::(Technicolor),94,English
551,0329717,,75000000.0,2.35 : 1,2003.0,Ron Shelton,Harrison Ford,Josh Hartnett,Lena Olin,Color,116,English
552,0120157,,60000000.0,2.35 : 1,1998.0,Paul W.S. Anderson,Kurt Russell,Jason Scott Lee,Jason Isaacs,Color,99,English
553,0806203,,,2.35 : 1,2009.0,David Pastor,Lou Taylor Pucci,Chris Pine,Piper Perabo,Color,85,English
554,0166276,2210366.0,75000000.0,1.85 : 1,2001.0,Henry Selick,Brendan Fraser,Bridget Fonda,John Turturro,Color,93,English
555,0377062,,45000000.0,2.35 : 1,2004.0,John Moore,Dennis Quaid,Tyrese Gibson,Giovanni Ribisi,Color,113,English
556,0217869,154500000.0,75000000.0,2.39 : 1,2000.0,M. Night Shyamalan,Bruce Willis,Samuel L. Jackson,Robin Wright,Color,106,English
557,2293640,1163534901.0,74000000.0,1.85 : 1,2015.0,Kyle Balda,Sandra Bullock,Jon Hamm,Michael Keaton,Color,91,English
558,0978764,89792502.0,82000000.0,2.39 : 1,2011.0,Zack Snyder,Emily Browning,Abbie Cornish,Jena Malone,Color,110,English
559,0120832,103891409.0,73000000.0,1.33 : 1 (TV footage),1998.0,Brian De Palma,Nicolas Cage,Gary Sinise,John Heard,Color,98,English
560,0120184,13100000.0,80000000.0,2.39 : 1,1998.0,Barry Levinson,Dustin Hoffman,Sharon Stone,Samuel L. Jackson,Color,134,English
561,1985949,352333929.0,73000000.0,1.85 : 1,2016.0,Clay Kaytis,Jason Sudeikis,Josh Gad,Danny McBride,Color,97,English
562,0770752,111231041.0,70000000.0,2.40:1,2008.0,Andy Tennant,Matthew McConaughey,Kate Hudson,Donald Sutherland,Color,112,English
563,1201167,71585235.0,75000000.0,1.85 : 1,2009.0,Judd Apatow,Adam Sandler,Seth Rogen,Leslie Mann,Color,146,English
564,0431197,86658558.0,70000000.0,2.35 : 1,2007.0,Peter Berg,Jamie Foxx,Chris Cooper,Jennifer Garner,Color,110,English
565,0415306,162966177.0,72500000.0,2.39 : 1,2006.0,Adam McKay,Will Ferrell,John C. Reilly,Sacha Baron Cohen,Color,108,English
566,0240462,176104344.0,70000000.0,2.39 : 1,2001.0,Steve Carr,Eddie Murphy,Kristen Wilson,Raven-Symoné,Color,87,English
567,0112573,210409945.0,53000000.0,2.39 : 1,1995.0,Mel Gibson,James Robinson,Sean Lawlor,Sandy Nelson,Color,178,English
568,0418763,96889998.0,72000000.0,2.35 : 1,2005.0,Sam Mendes,Jake Gyllenhaal,Scott MacDonald,Peter Sarsgaard,Color,125,English
569,0462538,526745137.0,75000000.0,1.85 : 1 (Itchy and Scratchy),2007.0,David Silverman,Dan Castellaneta,Julie Kavner,Nancy Cartwright,Color,87,English
570,0268995,,72000000.0,1.85 : 1,2001.0,Frank Darabont,Jim Carrey,Bob Balaban,Jeffrey DeMunn,Color,152,English
571,0132245,54744738.0,94000000.0,2.39 : 1,2001.0,Renny Harlin,Sylvester Stallone,Burt Reynolds,Kip Pardue,Color,116,English
572,0338512,,,1.78 : 1 (DVD aspect ratio),2004.0,Jean-Jacques Annaud,Guy Pearce,Jean-Claude Dreyfus,Freddie Highmore,Color,109,English
573,0368447,256697520.0,60000000.0,1.85 : 1,2004.0,M. Night Shyamalan,Bryce Dallas Howard,Joaquin Phoenix,Adrien Brody,Color,108,English
574,0118998,294456605.0,71500000.0,1.85 : 1,1998.0,Betty Thomas,Eddie Murphy,Ossie Davis,Oliver Platt,Color,85,English
575,0286106,408247917.0,72000000.0,1.85 : 1,2002.0,M. Night Shyamalan,Mel Gibson,Joaquin Phoenix,Rory Culkin,Color,106,English
576,0298148,919838758.0,75000000.0,1.78 : 1 (negative ratio),2004.0,Andrew Adamson,Mike Myers,Eddie Murphy,Cameron Diaz,Color::(Technicolor),93,English
577,0317219,461981126.0,120000000.0,1.37 : 1 (pan-and-scan),2006.0,John Lasseter,Owen Wilson,Paul Newman,Bonnie Hunt,Color,117,English
578,0163187,309457509.0,70000000.0,2.39 : 1,1999.0,Garry Marshall,Julia Roberts,Richard Gere,Joan Cusack,Color,116,English
579,0295701,277448382.0,70000000.0,2.39 : 1,2002.0,Rob Cohen,Vin Diesel,Asia Argento,Marton Csokas,Color,124,English
580,2279373,325186032.0,74000000.0,1.85 : 1,2015.0,Paul Tibbitt,Antonio Banderas,Eric Bauza,Tim Conway,Color,92,English
581,0117438,309492681.0,80000000.0,1.85 : 1,1996.0,Ron Howard,Mel Gibson,Rene Russo,Brawley Nolte,Color,121,English
582,0361748,313600000.0,75000000.0,2.39 : 1,2009.0,Quentin Tarantino,Brad Pitt,Mélanie Laurent,Christoph Waltz,Color,153,English
583,0102057,300854823.0,70000000.0,2.39 : 1,1991.0,Steven Spielberg,Dustin Hoffman,Robin Williams,Julia Roberts,Color,142,English
584,0099423,240031094.0,70000000.0,2.20 : 1 (70 mm prints),1990.0,Renny Harlin,Bruce Willis,Bonnie Bedelia,William Atherton,Color,124,English
585,0257076,207725639.0,80000000.0,2.39 : 1,2003.0,Clark Johnson,Samuel L. Jackson,Colin Farrell,Michelle Rodriguez,Color,117,English
586,2647544,,,16:9 HD,2013.0,,Tom Mison,Lyndie Greenwood,Nicole Beharie,Color,45,Middle English
587,0259711,203388341.0,68000000.0,1.85 : 1,2001.0,Cameron Crowe,Tom Cruise,Penélope Cruz,Cameron Diaz,Color,136,English
588,0452637,72785169.0,70000000.0,1.85 : 1,2006.0,M. Night Shyamalan,Paul Giamatti,Bryce Dallas Howard,Jeffrey Wright,Color,110,English
589,0370263,172544654.0,60000000.0,2.35 : 1,2004.0,Paul W.S. Anderson,Sanaa Lathan,Raoul Bova,Lance Henriksen,Color,101,English
590,1231580,443140005.0,75000000.0,1.85 : 1,2009.0,Betty Thomas,Zachary Levi,David Cross,Jason Lee,Color,88,English
591,0277434,36538066.0,75000000.0,2.35 : 1,2002.0,Randall Wallace,Mel Gibson,Madeleine Stowe,Greg Kinnear,Color,138,English
592,2302755,161025640.0,70000000.0,2.39 : 1,2013.0,Antoine Fuqua,Gerard Butler,Aaron Eckhart,Finley Jacobsen,Color,119,English
593,0120844,119000000.0,58000000.0,2.39 : 1,1998.0,Jonathan Frakes,Patrick Stewart,Jonathan Frakes,Brent Spiner,Color,103,English
594,1217613,211819354.0,75000000.0,2.35 : 1,2011.0,Jonathan Liebesman,Aaron Eckhart,Ramon Rodriguez,Will Rothhaar,Color,116,English
595,0319061,122919055.0,70000000.0,1.37 : 1 (negative ratio),2003.0,Tim Burton,Ewan McGregor,Albert Finney,Billy Crudup,Color,125,English
596,0111742,131002597.0,70000000.0,1.85 : 1,1994.0,Mike Nichols,Jack Nicholson,Michelle Pfeiffer,James Spader,Color::(Technicolor),125,English
597,1568911,177584879.0,66000000.0,2.39 : 1,2011.0,Steven Spielberg,Jeremy Irvine,Peter Mullan,Emily Watson,Color,146,English
598,2177771,159231620.0,70000000.0,2.35 : 1,2014.0,George Clooney,George Clooney,Matt Damon,Bill Murray,Color,118,English
599,0096754,90000098.0,70000000.0,2.20 : 1 (70 mm prints),1989.0,James Cameron,Ed Harris,Mary Elizabeth Mastrantonio,Michael Biehn,Color,140,English
600,1027718,134748021.0,70000000.0,2.39 : 1,2010.0,Oliver Stone,Richard Stratton,Harry Kerrigan,Michael Douglas,Color,133,English
601,0829150,217124280.0,70000000.0,2.39 : 1,2014.0,Gary Shore,Luke Evans,Sarah Gadon,Dominic Cooper,Color,92,English
602,0133952,116672912.0,70000000.0,2.39 : 1,1998.0,Edward Zwick,Denzel Washington,Annette Bening,Bruce Willis,Color,116,English
603,0486655,135560026.0,70000000.0,2.35 : 1,2007.0,Matthew Vaughn,Ian McKellen,Bimbo Hart,Alastair MacIntosh,Color,127,English
604,0120102,131457682.0,70000000.0,2.39 : 1,1997.0,Jean-Jacques Annaud,Brad Pitt,David Thewlis,BD Wong,Color,136,English
605,1578275,69721966.0,70000000.0,2.35 : 1,2011.0,Ron Howard,Vince Vaughn,Kevin James,Jennifer Connelly,Color,111,English
606,0280486,65977295.0,70000000.0,2.39 : 1,2002.0,Joel Schumacher,Anthony Hopkins,Chris Rock,Matthew Marsh,Color,116,English
607,0419706,55987321.0,60000000.0,2.35 : 1,2005.0,Andrzej Bartkowiak,Karl Urban,Rosamund Pike,Deobia Oparei,Color,105,English
608,0297181,60279822.0,70000000.0,1.85 : 1,2002.0,Betty Thomas,Eddie Murphy,Owen Wilson,Famke Janssen,Color,97,English
609,1496025,160112671.0,70000000.0,1.85 : 1 (IMAX Digital 3D version),2012.0,Måns Mårlind,Kate Beckinsale,Stephen Rea,Michael Ealy,Color,88,English
610,1336608,59418613.0,75000000.0,2.35 : 1,2012.0,Adam Shankman,Julianne Hough,Dakota Sage Grant,Matthew Rush Sullivan,Color,123,English
611,0251114,,70000000.0,2.35 : 1,2002.0,Gregory Hoblit,Bruce Willis,Colin Farrell,Terrence Howard,Color,125,English
612,1448755,65409046.0,,2.40 : 1,2011.0,Gary McKendry,Jason Statham,Clive Owen,Robert De Niro,Color,116,English
613,0246894,,70000000.0,2.39 : 1,2002.0,John McTiernan,Chris Klein,Jean Reno,LL Cool J,Color,98,English
614,0308208,,35000000.0,2.35 : 1,2002.0,Wych Kaosayananda,Antonio Banderas,Lucy Liu,Gregg Henry,Color,91,English
615,0120696,2600000.0,70000000.0,2.35 : 1,1998.0,Mikael Salomon,Morgan Freeman,Christian Slater,Randy Quaid,Color,97,English
616,0181739,,70000000.0,2.39 : 1,2001.0,Bobby Farrelly,Chris Rock,Laurence Fishburne,David Hyde Pierce,Color::(Technicolor),95,English
617,0884726,17001027.0,70000000.0,,2013.0,Will Finn,Dan Aykroyd,Jim Belushi,Kelsey Grammer,Color,88,English
618,2717822,,70000000.0,2.39 : 1,2015.0,Michael Mann,Chris Hemsworth,Leehom Wang,Tang Wei,Color,133,English
619,0346156,57947036.0,70000000.0,1.85 : 1,2004.0,Kerry Conran,Gwyneth Paltrow,Jude Law,Giovanni Ribisi,Color,106,English
620,0430912,38629478.0,70000000.0,2.35 : 1,2006.0,Michael Caton-Jones,Stan Collymore,Sharon Stone,Neil Maskell,Color,114,Telugu
621,1211956,137328301.0,50000000.0,2.35 : 1,2013.0,Mikael Håfström,Sylvester Stallone,Arnold Schwarzenegger,Jim Caviezel,Color,115,English
622,1043726,61402445.0,70000000.0,2.35 : 1,2014.0,Renny Harlin,Kellan Lutz,Gaia Weiss,Scott Adkins,Color,99,English
623,0164184,193921372.0,68000000.0,2.39 : 1,2002.0,Phil Alden Robinson,Ian Mongrain,Russell Bobbitt,James Cromwell,Color,124,English
624,1325004,698491347.0,68000000.0,2.35 : 1,2010.0,David Slade,Xavier Samuel,Kristen Stewart,Robert Pattinson,Color,124,English
625,0227445,,68000000.0,2.35 : 1,2001.0,Frank Oz,Robert De Niro,Edward Norton,Marlon Brando,Color,124,English
626,1323594,543113985.0,69000000.0,1.85 : 1,2010.0,Pierre Coffin,Steve Carell,Jason Segel,Russell Brand,Color,95,English
627,0113845,77224232.0,68000000.0,2.39 : 1,1995.0,Joseph Ruben,Wesley Snipes,Woody Harrelson,Jennifer Lopez,Color,110,English
628,2637276,215863606.0,68000000.0,2.39 : 1,2015.0,Seth MacFarlane,Mark Wahlberg,Seth MacFarlane,Amanda Seyfried,Color,115,English
629,1186830,,70000000.0,2.35 : 1,2009.0,Alejandro Amenábar,Rachel Weisz,Max Minghella,Oscar Isaac,Color,127,English
630,0132347,33461011.0,68000000.0,1.85 : 1,1999.0,Kinka Usher,Hank Azaria,Janeane Garofalo,William H. Macy,Color,121,English
631,0480687,83160734.0,36000000.0,2.35 : 1,2011.0,Bobby Farrelly,Owen Wilson,Jason Sudeikis,Jenna Fischer,Color,105,English
632,0140352,,68000000.0,2.39 : 1,1999.0,Michael Mann,Al Pacino,Russell Crowe,Christopher Plummer,Color,157,English
633,2025690,52099090.0,80000000.0,2.39 : 1,2016.0,Craig Gillespie,Chris Pine,Casey Affleck,Ben Foster,Color,117,English
634,0758774,115097286.0,70000000.0,2.39 : 1,2008.0,Ridley Scott,Leonardo DiCaprio,Russell Crowe,Mark Strong,Color,128,English
635,0427152,86855739.0,,1.85 : 1,2010.0,Jay Roach,Steve Carell,Paul Rudd,Zach Galifianakis,Color,114,English
636,1611224,116471580.0,69000000.0,2.35 : 1,2012.0,Timur Bekmambetov,Benjamin Walker,Dominic Cooper,Anthony Mackie,Color,105,English
637,0137494,212404396.0,66000000.0,2.35 : 1,1999.0,Jon Amiel,Sean Connery,Catherine Zeta-Jones,Ving Rhames,Color,113,English
638,1828327,,,16:9 HD,2011.0,,Tim Allen,Nancy Travis,Hector Elizondo,Color,30,English
639,0120902,105300000.0,66000000.0,2.39 : 1,1998.0,Rob Bowman,David Duchovny,Gillian Anderson,John Neville,Color,121,English
640,0462396,25303038.0,35000000.0,2.35 : 1,2007.0,Doug Lefler,Colin Firth,Ben Kingsley,Aishwarya Rai Bachchan,Color,101,English
641,0120815,481840909.0,70000000.0,1.85 : 1,1998.0,Steven Spielberg,Tom Hanks,Tom Sizemore,Edward Burns,Color,169,English
642,2369135,203277636.0,66000000.0,2.35 : 1,2014.0,Scott Waugh,Aaron Paul,Dominic Cooper,Imogen Poots,Color,132,English
643,0207201,191300000.0,70000000.0,1.85 : 1,2000.0,Nancy Meyers,Mel Gibson,Helen Hunt,Marisa Tomei,Color,127,English
644,0268380,383257136.0,59000000.0,1.85 : 1,2002.0,Chris Wedge,Ray Romano,John Leguizamo,Denis Leary,Color,81,English
645,0285531,75715436.0,68000000.0,2.35 : 1,2003.0,Lawrence Kasdan,Morgan Freeman,Thomas Jane,Jason Lee,Color,136,English
646,0443272,275293450.0,65000000.0,2.39 : 1,2012.0,Steven Spielberg,Daniel Day-Lewis,Sally Field,David Strathairn,Color,150,English
647,0133093,463517383.0,63000000.0,2.39 : 1,1999.0,Lana Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Color,136,English
648,0112384,355237933.0,52000000.0,1.66 : 1 (IMAX DMR version),1995.0,Ron Howard,Tom Hanks,Bill Paxton,Kevin Bacon,Color,140,English
649,0304669,172855065.0,65000000.0,1.85 : 1,2002.0,Michael Lembeck,Tim Allen,Elizabeth Mitchell,David Krumholtz,Color,104,English
650,1707386,441809770.0,61000000.0,1.85 : 1,2012.0,Tom Hooper,Hugh Jackman,Russell Crowe,Anne Hathaway,Color,158,English
651,0128853,250821495.0,65000000.0,1.85 : 1,1998.0,Nora Ephron,Tom Hanks,Meg Ryan,Greg Kinnear,Color,119,English
652,0838283,128107642.0,65000000.0,2.35 : 1,2008.0,Adam McKay,Will Ferrell,John C. Reilly,Mary Steenburgen,Color,98,English
653,0120746,156193000.0,65000000.0,2.39 : 1,1998.0,Martin Campbell,José María de Tavira,Diego Sieres,Emiliano Guerra,Color,136,English
654,1231583,211780824.0,65000000.0,2.35 : 1,2010.0,Todd Phillips,Robert Downey Jr.,Zach Galifianakis,Michelle Monaghan,Color,95,English
655,1809398,161459297.0,65000000.0,2.35 : 1,2014.0,Angelina Jolie,Jack O'Connell,Domhnall Gleeson,Garrett Hedlund,Color,137,English
656,0186566,128884132.0,65000000.0,2.39 : 1,2000.0,Clint Eastwood,Clint Eastwood,Tommy Lee Jones,Donald Sutherland,Color,130,English
657,0106582,171000000.0,70000000.0,2.39 : 1,1993.0,Renny Harlin,Sylvester Stallone,John Lithgow,Michael Rooker,Color,113,English
658,0115759,150270147.0,50000000.0,2.39 : 1,1996.0,John Woo,John Travolta,Christian Slater,Samantha Mathis,Color,108,English
659,0219854,110317580.0,65000000.0,1.85 : 1,2000.0,Jon Turteltaub,Bruce Willis,Spencer Breslin,Emily Mortimer,Color,104,English
660,0469641,162970240.0,63000000.0,1.85 : 1,2006.0,Oliver Stone,Nicolas Cage,Maria Bello,Connor Paolo,Color,129,English
661,0304415,141337989.0,65000000.0,1.85 : 1,2003.0,Mike Newell,Julia Roberts,Kirsten Dunst,Julia Stiles,Color,117,English
662,1645170,179379533.0,65000000.0,1.85 : 1 (one scene),2012.0,Larry Charles,Sacha Baron Cohen,Sayed Badreya,Rocky Citron,Color,83,English
663,0120663,162091208.0,65000000.0,1.33 : 1 (Full Screen),1999.0,Stanley Kubrick,Tom Cruise,Nicole Kidman,Madison Eginton,Color,159,English
664,1823664,134611262.0,65000000.0,2.39 : 1,2014.0,Will Gluck,Jamie Foxx,Quvenzhané Wallis,Rose Byrne,Color,118,English
665,2381941,159062963.0,50100000.0,1.85 : 1,2015.0,Glenn Ficarra,Will Smith,Margot Robbie,Adrian Martinez,Color,105,English
666,1596350,156491279.0,65000000.0,2.35 : 1,2012.0,McG,Reese Witherspoon,Chris Pine,Tom Hardy,Color,103,English
667,0359013,128905366.0,65000000.0,2.39 : 1,2004.0,David S. Goyer,Wesley Snipes,Kris Kristofferson,Dominic Purcell,Color,113,English
668,0087985,,17000000.0,1.85 : 1,1984.0,John Milius,Patrick Swayze,C. Thomas Howell,Lea Thompson,Color,114,English
669,0119942,52055057.0,65000000.0,2.35 : 1,1998.0,Mike Nichols,John Travolta,Emma Thompson,Billy Bob Thornton,Color,143,English
670,1855325,240159255.0,65000000.0,2.39 : 1,2012.0,Paul W.S. Anderson,Milla Jovovich,Sienna Guillory,Michelle Rodriguez,Color,95,English
671,0452608,75677515.0,45000000.0,2.35 : 1,2008.0,Paul W.S. Anderson,Jason Statham,Joan Allen,Ian McShane,Color,105,English
672,0116908,,65000000.0,2.35 : 1,1996.0,Renny Harlin,Geena Davis,Samuel L. Jackson,Yvonne Zima,Color,121,English
673,0228750,,65000000.0,2.35 : 1,2000.0,Taylor Hackford,Meg Ryan,Russell Crowe,David Morse,Color,135,English
674,0406375,64321501.0,65000000.0,1.85 : 1,2005.0,Jon Favreau,Jonah Bobo,Josh Hutcherson,Dax Shepard,Color,101,English
675,0137523,71000000.0,63000000.0,2.39 : 1,1999.0,David Fincher,Edward Norton,Brad Pitt,Meat Loaf,Color,139,English
676,0758794,,65000000.0,2.35 : 1,2006.0,McG,Matthew McConaughey,Matthew Fox,Anthony Mackie,Color::(Technicolor),131,English
677,3877200,,,1.78 : 1,2014.0,,Tchéky Karyo,Anastasia Hille,James Nesbitt,Color,60,English
678,0102070,,65000000.0,1.85 : 1,1991.0,Michael Lehmann,Bruce Willis,Danny Aiello,Andie MacDowell,Color,100,English
679,0219952,,63000000.0,1.85 : 1,2000.0,Nora Ephron,John Travolta,Lisa Kudrow,Tim Roth,Color,105,English
680,1418377,74575290.0,65000000.0,2.35 : 1,2014.0,Stuart Beattie,Aaron Eckhart,Yvonne Strahovski,Miranda Otto,Color,92,English
681,0380599,40500000.0,,2.35 : 1,2005.0,Roman Polanski,Barney Clark,Jeremy Swift,Ian McNeice,Color,130,English
682,0357277,56558953.0,43000000.0,2.35 : 1,2005.0,Rob Bowman,Jennifer Garner,Goran Visnjic,Kirsten Zien,Color,97,English
683,0458481,39407616.0,65000000.0,1.85 : 1,2014.0,Frank Miller,Mickey Rourke,Jessica Alba,Josh Brolin,Black and White,102,English
684,0156934,74160911.0,64000000.0,1.85 : 1,1999.0,Sydney Pollack,Harrison Ford,Kristin Scott Thomas,Charles S. Dutton,Color,133,English
685,2719848,202394678.0,55000000.0,2.39 : 1,2015.0,Baltasar Kormákur,Jason Clarke,Ang Phula Sherpa,Thomas M. Wright,Color,121,English
686,0396171,135039943.0,,2.35 : 1,2006.0,Tom Tykwer,Ben Whishaw,Francesc Albiol,Gonzalo Cunill,Color,147,English
687,0295178,296655431.0,63000000.0,2.39 : 1,2002.0,Jay Roach,Mike Myers,Beyoncé,Seth Green,Color,94,English
688,0375568,,65000000.0,2.35 : 1,2009.0,David Bowers,Charlize Theron,Freddie Highmore,Ryan Stiles,Color,94,English
689,0107290,1029153882.0,63000000.0,1.37 : 1 (negative ratio),1993.0,Steven Spielberg,Sam Neill,Laura Dern,Jeff Goldblum,Color::(Eastmancolor),127,English
690,0111756,55952000.0,63000000.0,2.39 : 1,1994.0,Lawrence Kasdan,Kevin Costner,Dennis Quaid,Gene Hackman,Color,191,English
691,0109444,215887717.0,62000000.0,2.39 : 1,1994.0,Phillip Noyce,Harrison Ford,Willem Dafoe,Anne Archer,Color,141,English
692,3672840,123928485.0,65000000.0,2.35 : 1,2015.0,Daniel Lee,Jackie Chan,John Cusack,Adrien Brody,Color,127,Mandarin
693,0430304,101595121.0,64000000.0,1.85 : 1,2006.0,Keenen Ivory Wayans,Marlon Wayans,Shawn Wayans,Kerry Washington,Color,98,English
694,0141926,127666415.0,62000000.0,2.35 : 1,2000.0,Jonathan Mostow,Matthew McConaughey,Bill Paxton,Harvey Keitel,Color,116,English
695,0112346,47800000.0,62000000.0,2.39 : 1,1995.0,Rob Reiner,Michael Douglas,Annette Bening,Martin Sheen,Color,114,English
696,0811138,40863344.0,62000000.0,2.35 : 1,2008.0,Marco Schnabel,Jessica Simpson,Ye,Mike Myers,Color,87,English
697,0233142,,62000000.0,2.35 : 1,2001.0,Demian Lichtenstein,Kurt Russell,Kevin Costner,Courteney Cox,Color,125,English
698,3460252,155760117.0,44000000.0,2.55 : 1 (35 mm prints),2015.0,Quentin Tarantino,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Color,168,English
699,0445934,145708642.0,61000000.0,1.85 : 1,2007.0,Josh Gordon,Will Ferrell,Jon Heder,Will Arnett,Color,93,English
700,1411704,184924333.0,63000000.0,1.85 : 1,2011.0,Tim Hill,James Marsden,Russell Brand,Kaley Cuoco,Color,95,English
701,0416449,456068181.0,65000000.0,2.35 : 1,2006.0,Zack Snyder,Gerard Butler,Lena Headey,Dominic West,Color,117,English
702,0290002,516642939.0,80000000.0,1.85 : 1,2004.0,Jay Roach,Robert De Niro,Ben Stiller,Dustin Hoffman,Color,115,English
703,0822832,244082376.0,60000000.0,1.78 : 1 (TV version),2008.0,David Frankel,Owen Wilson,Jennifer Aniston,Eric Dane,Color,111,English
704,0120689,286801374.0,60000000.0,1.85 : 1,1999.0,Frank Darabont,Tom Hanks,David Morse,Bonnie Hunt,Color,189,English
705,0486946,253625427.0,,2.35 : 1,2007.0,Walt Becker,Tim Allen,John Travolta,Martin Lawrence,Color,100,English
706,0371606,314432837.0,,1.78 : 1 (negative ratio),2005.0,Mark Dindal,Zach Braff,Garry Marshall,Don Knotts,Color,81,English
707,2267998,369330363.0,61000000.0,2.39 : 1,2014.0,David Fincher,Ben Affleck,Rosamund Pike,Neil Patrick Harris,Color,149,English
708,0258463,214034224.0,60000000.0,2.39 : 1,2002.0,Doug Liman,Matt Damon,Franka Potente,Chris Cooper,Color,119,English
